show_id,type,title,country,date_added,release_year,age_certification,duration,genres,description,principal_country,year_added,month_added,target_ages
s112,TV Show,Sharkdog,"United States, Singapore","September 3, 2021",2021,TV-Y,1 Season,Kids' TV,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",United States,2021,September,Kids
s113,Movie,Worth,United States,"September 3, 2021",2021,PG-13,119 min,Dramas,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",United States,2021,September,Teens
s114,Movie,Afterlife of the Party,United States,"September 2, 2021",2021,TV-PG,110 min,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,United States,2021,September,Teens
s115,Movie,Anjaam,India,"September 2, 2021",1994,TV-14,143 min,"Dramas, International Movies, Thrillers","A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",India,2021,September,Teens
s116,Movie,Bright Star,"United Kingdom, Australia, France","September 2, 2021",2009,PG,119 min,"Dramas, Romantic Movies",This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,United Kingdom,2021,September,Older Kids
s117,Movie,Dhanak,India,"September 2, 2021",2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies",A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,India,2021,September,Teens
s118,Movie,Final Account,"United Kingdom, United States","September 2, 2021",2021,PG-13,94 min,Documentaries,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,United Kingdom,2021,September,Teens
s119,Movie,Gurgaon,India,"September 2, 2021",2017,TV-14,106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",India,2021,September,Teens
s120,Movie,Here and There,United States,"September 2, 2021",2020,TV-MA,99 min,"Dramas, International Movies, Romantic Movies","After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",United States,2021,September,Adults
s121,TV Show,Heroes of Goo Jit Zu,Australia,"September 2, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies","After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",Australia,2021,September,Kids
s122,TV Show,Hotel Del Luna,United States,"September 2, 2021",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",United States,2021,September,Teens
s123,Movie,In the Cut,"United Kingdom, Australia, France, United States","September 2, 2021",2003,R,118 min,Thrillers,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",United Kingdom,2021,September,Adults
s124,TV Show,Luv Kushh,United States,"September 2, 2021",2012,TV-Y7,1 Season,Kids' TV,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.",United States,2021,September,Kids
s125,TV Show,Pororo - The Little Penguin,South Korea,"September 2, 2021",2013,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows","On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.",South Korea,2021,September,Kids
s126,TV Show,Q-Force,United States,"September 2, 2021",2021,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",United States,2021,September,Adults
s127,Movie,Shikara,India,"September 2, 2021",2020,TV-14,115 min,"Dramas, International Movies, Romantic Movies",A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,India,2021,September,Teens
s128,Movie,A Cinderella Story,"United States, Canada","September 1, 2021",2004,PG,95 min,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,United States,2021,September,Older Kids
s129,Movie,Agatha Christie's Crooked House,United States,"September 1, 2021",2017,PG-13,115 min,"Dramas, International Movies, Thrillers","When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",United States,2021,September,Teens
s130,Movie,An Unfinished Life,"Germany, United States","September 1, 2021",2005,PG-13,108 min,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",Germany,2021,September,Teens
s131,Movie,Barbie Big City Big Dreams,United States,"September 1, 2021",2021,TV-Y,63 min,"Children & Family Movies, Music & Musicals","At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",United States,2021,September,Kids
s132,Movie,Blade Runner: The Final Cut,United States,"September 1, 2021",1982,R,117 min,"Action & Adventure, Classic Movies, Cult Movies","In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",United States,2021,September,Adults
s133,TV Show,Brave Animated Series,United States,"September 1, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic.,United States,2021,September,Adults
s134,Movie,Chappie,"South Africa, United States","September 1, 2021",2015,R,121 min,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",South Africa,2021,September,Adults
s135,Movie,Clear and Present Danger,"United States, Mexico","September 1, 2021",1994,PG-13,142 min,"Action & Adventure, Dramas","When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",United States,2021,September,Teens
s136,Movie,Cliffhanger,"United States, Italy, France, Japan","September 1, 2021",1993,R,113 min,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",United States,2021,September,Adults
s137,Movie,Cold Mountain,"United States, Italy, Romania, United Kingdom","September 1, 2021",2003,R,154 min,"Dramas, Romantic Movies","This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",United States,2021,September,Adults
s138,Movie,Crocodile Dundee in Los Angeles,"Australia, United States","September 1, 2021",2001,PG,95 min,"Action & Adventure, Comedies","When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",Australia,2021,September,Older Kids
s139,Movie,Dear John,United States,"September 1, 2021",2010,PG-13,108 min,"Dramas, Romantic Movies","While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",United States,2021,September,Teens
s140,Movie,Do the Right Thing,United States,"September 1, 2021",1989,R,120 min,"Classic Movies, Comedies, Dramas","On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",United States,2021,September,Adults
s141,Movie,"El patrón, radiografía de un crimen","Argentina, Venezuela","September 1, 2021",2014,TV-MA,100 min,"Dramas, International Movies, Thrillers",A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,Argentina,2021,September,Adults
s142,Movie,Extraction,"United States, United Kingdom, Canada","September 1, 2021",2015,R,82 min,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",United States,2021,September,Adults
s143,Movie,Freedom Writers,"Germany, United States","September 1, 2021",2007,PG-13,124 min,Dramas,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",Germany,2021,September,Teens
s144,Movie,Green Lantern,United States,"September 1, 2021",2011,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,United States,2021,September,Teens
s145,Movie,House Party,United States,"September 1, 2021",1990,R,104 min,"Comedies, Cult Movies","Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",United States,2021,September,Adults
s146,Movie,House Party 2,United States,"September 1, 2021",1991,R,94 min,"Comedies, Cult Movies, Music & Musicals","Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",United States,2021,September,Adults
s147,Movie,House Party 3,United States,"September 1, 2021",1994,R,94 min,"Comedies, Music & Musicals","After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",United States,2021,September,Adults
s148,TV Show,How to Be a Cowboy,United States,"September 1, 2021",2021,TV-PG,1 Season,Reality TV,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.",United States,2021,September,Teens
